searched_name	name	eol_object_id	db
30868	Vernonia auriculifera	Vernonia auriculifera	NA	all
30869	Vernonia autumnalis	Vernonia autumnalis	NA	all
30870	Vernonia bababudensis	Vernonia bababudensis	NA	all
30871	Vernonia bakeri	Vernonia bakeri	NA	all
30872	Vernonia balansae	Vernonia balansae	NA	all
30873	Vernonia baldwinii	Vernonia baldwinii	NA	all
30874	Vernonia ballyi	Vernonia ballyi	NA	all
30875	Vernonia bambilorensis	Vernonia bambilorensis	NA	all
30876	Vernonia baoulensis	Vernonia baoulensis	NA	all
30877	Vernonia bara	Vernonia bara	NA	all
30878	Vernonia barclayi	Vernonia barclayi	NA	all
30879	Vernonia bathiaei	Vernonia bathiaei	NA	all
30880	Vernonia bauchiensis	Vernonia bauchiensis	NA	all
30881	Vernonia baumii	Vernonia baumii	NA	all
30882	Vernonia bealliae	Vernonia bealliae	NA	all
30883	Vernonia beddomei	Vernonia beddomei	NA	all
30884	Vernonia bellula	Vernonia bellula	NA	all
30885	Vernonia benguellensis	Vernonia benguellensis	NA	all
30886	Vernonia benguetensis	Vernonia benguetensis	NA	all
30887	Vernonia bernieri	Vernonia bernieri	NA	all
30888	Vernonia betonicaefolia	Vernonia betonicaefolia	NA	all
30889	Vernonia betsilensis	Vernonia betsilensis	NA	all
30890	Vernonia betsimisaraka	Vernonia betsimisaraka	NA	all
30891	Vernonia bipontini	Vernonia bipontini	NA	all
30892	Vernonia birmanica	Vernonia birmanica	NA	all
30893	Vernonia blodgettii	Vernonia blodgettii	NA	all
30894	Vernonia blumeoides	Vernonia blumeoides	NA	all
30895	Vernonia bojeri	Vernonia bojeri	NA	all
30896	Vernonia bonapartei	Vernonia bonapartei	NA	all
30897	Vernonia bontocensis	Vernonia bontocensis	NA	all
30898	Vernonia borinquensis	Vernonia borinquensis	NA	all
30899	Vernonia borneensis	Vernonia borneensis	NA	all
30900	Vernonia bourneana	Vernonia bourneana	NA	all
30901	Vernonia brachycalyx	Vernonia brachycalyx	NA	all
30902	Vernonia brachylepis	Vernonia brachylepis	NA	all
30903	Vernonia brachyscypha	Vernonia brachyscypha	NA	all
30904	Vernonia brachytrichoides	Vernonia brachytrichoides	NA	all
30905	Vernonia bracteata	Vernonia bracteata	NA	all
30906	Vernonia bradeana	Vernonia bradeana	NA	all
30907	Vernonia brasiliana	Vernonia brasiliana	NA	all
30908	Vernonia brazzavillensis	Vernonia brazzavillensis	NA	all
30909	Vernonia breviramosa	Vernonia breviramosa	NA	all
30910	Vernonia brideliifolia	Vernonia brideliifolia	NA	all
30911	Vernonia britteniana	Vernonia britteniana	NA	all
30912	Vernonia bruceae	Vernonia bruceae	NA	all
30913	Vernonia bruceana	Vernonia bruceana	NA	all
30914	Vernonia brunneri	Vernonia brunneri	NA	all
30915	Vernonia buchingeri	Vernonia buchingeri	NA	all
30916	Vernonia bukamaensis	Vernonia bukamaensis	NA	all
30917	Vernonia bulo-burtiensis	Vernonia bulo-burtiensis	NA	all
30918	Vernonia burtonii	Vernonia burtonii	NA	all
30919	Vernonia caboverdana	Vernonia caboverdana	NA	all
30920	Vernonia calulu	Vernonia calulu	NA	all
30921	Vernonia calycina	Vernonia calycina	NA	all
30922	Vernonia camara	Vernonia camara	NA	all
30923	Vernonia campicola	Vernonia campicola	NA	all
30924	Vernonia candelabrum	Vernonia candelabrum	NA	all
30925	Vernonia candolleana	Vernonia candolleana	NA	all
30926	Vernonia candollei	Vernonia candollei	NA	all
30927	Vernonia canescens	Vernonia canescens	NA	all
30928	Vernonia capituliflora	Vernonia capituliflora	NA	all
30929	Vernonia capuronii	Vernonia capuronii	NA	all
30930	Vernonia carnea	Vernonia carnea	NA	all
30931	Vernonia castellana	Vernonia castellana	NA	all
30932	Vernonia catatii	Vernonia catatii	NA	all
30933	Vernonia caudata	Vernonia caudata	NA	all
30934	Vernonia centaureoides	Vernonia centaureoides	NA	all
30935	Vernonia centaurioides	Vernonia centaurioides	NA	all
30936	Vernonia centauropsidea	Vernonia centauropsidea	NA	all
30937	Vernonia cephalophora	Vernonia cephalophora	NA	all
30938	Vernonia chapmanii	Vernonia chapmanii	NA	all
30939	Vernonia chevalieri	Vernonia chevalieri	NA	all
30940	Vernonia chiliocephala	Vernonia chiliocephala	NA	all
30941	Vernonia chlorolepis	Vernonia chlorolepis	NA	all
30942	Vernonia chrysopappa	Vernonia chrysopappa	NA	all
30943	Vernonia chthonocephala	Vernonia chthonocephala	NA	all
30944	Vernonia cichoriiflora	Vernonia cichoriiflora	NA	all
30945	Vernonia clavata	Vernonia clavata	NA	all
30946	Vernonia cleanthoides	Vernonia cleanthoides	NA	all
30947	Vernonia clinopodioides	Vernonia clinopodioides	NA	all
30948	Vernonia cockburniana	Vernonia cockburniana	NA	all
30949	Vernonia coerulea	Vernonia coerulea	NA	all
30950	Vernonia collina	Vernonia collina	NA	all
30951	Vernonia compacta	Vernonia compacta	NA	all
30952	Vernonia concinna	Vernonia concinna	NA	all
30953	Vernonia constricta	Vernonia constricta	NA	all
30954	Vernonia corchoroides	Vernonia corchoroides	NA	all
30955	Vernonia cordata	Vernonia cordata	NA	all
30956	Vernonia coriifolia	Vernonia coriifolia	NA	all
30957	Vernonia coronata	Vernonia coronata	NA	all
30958	Vernonia correntina	Vernonia correntina	NA	all
30959	Vernonia courtallensis	Vernonia courtallensis	NA	all
30960	Vernonia crassipetala	Vernonia crassipetala	NA	all
30961	Vernonia cryptocephala	Vernonia cryptocephala	NA	all
30962	Vernonia curtisii	Vernonia curtisii	NA	all
30963	Vernonia cutervensis	Vernonia cutervensis	NA	all
30964	Vernonia cyanopidea	Vernonia cyanopidea	NA	all
30965	Vernonia cylindrica	Vernonia cylindrica	NA	all
30966	Vernonia cylindriceps	Vernonia cylindriceps	NA	all
30967	Vernonia cymosa	Vernonia cymosa	NA	all
30968	Vernonia dalettiensis	Vernonia dalettiensis	NA	all
30969	Vernonia daphnifolia	Vernonia daphnifolia	NA	all
30970	Vernonia daphnoides	Vernonia daphnoides	NA	all
30971	Vernonia decaryana	Vernonia decaryana	NA	all
30972	Vernonia declivium	Vernonia declivium	NA	all
30973	Vernonia dekindtii	Vernonia dekindtii	NA	all
30974	Vernonia delapsa	Vernonia delapsa	NA	all
30975	Vernonia densiflora	Vernonia densiflora	NA	all
30976	Vernonia denudata	Vernonia denudata	NA	all
30977	Vernonia dewildemaniana	Vernonia dewildemaniana	NA	all
30978	Vernonia diazlunana	Vernonia diazlunana	NA	all
30979	Vernonia dicarpa	Vernonia dicarpa	NA	all
30980	Vernonia didessana	Vernonia didessana	NA	all
30981	Vernonia discolor	Vernonia discolor	NA	all
30982	Vernonia dissimilis	Vernonia dissimilis	NA	all
30983	Vernonia distephanus	Vernonia distephanus	NA	all
30984	Vernonia divergens	Vernonia divergens	NA	all
30985	Vernonia diversifolia	Vernonia diversifolia	NA	all
30986	Vernonia doichangensis	Vernonia doichangensis	NA	all
30987	Vernonia dranensis	Vernonia dranensis	NA	all
30988	Vernonia dregeana	Vernonia dregeana	NA	all
30989	Vernonia drymaria	Vernonia drymaria	NA	all
30990	Vernonia durifolia	Vernonia durifolia	NA	all
30991	Vernonia dusenii	Vernonia dusenii	NA	all
30992	Vernonia duvigneaudii	Vernonia duvigneaudii	NA	all
30993	Vernonia echioides	Vernonia echioides	NA	all
30994	Vernonia ekmanii	Vernonia ekmanii	NA	all
30995	Vernonia elegantissima	Vernonia elegantissima	NA	all
30996	Vernonia elliptica	Vernonia elliptica	NA	all
30997	Vernonia elmeri	Vernonia elmeri	NA	all
30998	Vernonia eminens	Vernonia eminens	NA	all
30999	Vernonia eminii	Vernonia eminii	NA	all
31000	Vernonia erioclada	Vernonia erioclada	NA	all
31001	Vernonia erlangeriana	Vernonia erlangeriana	NA	all
31002	Vernonia erubescens	Vernonia erubescens	NA	all
31003	Vernonia erythromarula	Vernonia erythromarula	NA	all
31004	Vernonia esculenta	Vernonia esculenta	NA	all
31005	Vernonia esquirolii	Vernonia esquirolii	NA	all
31006	Vernonia eupatorioides	Vernonia eupatorioides	NA	all
31007	Vernonia evrardiana	Vernonia evrardiana	NA	all
31008	Vernonia exasperata	Vernonia exasperata	NA	all
31009	Vernonia exilis	Vernonia exilis	NA	all
31010	Vernonia exserta	Vernonia exserta	NA	all
31011	Vernonia extensa	Vernonia extensa	NA	all
31012	Vernonia eylesii	Vernonia eylesii	NA	all
31013	Vernonia fandrarazanensis	Vernonia fandrarazanensis	NA	all
31014	Vernonia fargesii	Vernonia fargesii	NA	all
31015	Vernonia fasciculata	Vernonia fasciculata	NA	all
31016	Vernonia fastigiata	Vernonia fastigiata	NA	all
31017	Vernonia faustiana	Vernonia faustiana	NA	all
31018	Vernonia feddemae	Vernonia feddemae	NA	all
31019	Vernonia fimbrillata	Vernonia fimbrillata	NA	all
31020	Vernonia fimbrillifera	Vernonia fimbrillifera	NA	all
31021	Vernonia fischeri	Vernonia fischeri	NA	all
31022	Vernonia flaccidifolia	Vernonia flaccidifolia	NA	all
31023	Vernonia flanaganii	Vernonia flanaganii	NA	all
31024	Vernonia flaviflora	Vernonia flaviflora	NA	all
31025	Vernonia floresiana	Vernonia floresiana	NA	all
31026	Vernonia forbesii	Vernonia forbesii	NA	all
31027	Vernonia fragrans	Vernonia fragrans	NA	all
31028	Vernonia fraterna	Vernonia fraterna	NA	all
31029	Vernonia friedrichsthalii	Vernonia friedrichsthalii	NA	all
31030	Vernonia friisii	Vernonia friisii	NA	all
31031	Vernonia fuertesii	Vernonia fuertesii	NA	all
31032	Vernonia fusco-pilosa	Vernonia fusco-pilosa	NA	all
31033	Vernonia galpinii	Vernonia galpinii	NA	all
31034	Vernonia geminata	Vernonia geminata	NA	all
31035	Vernonia georgiana	Vernonia georgiana	NA	all
31036	Vernonia gerberae	Vernonia gerberae	NA	all
31037	Vernonia gerrardii	Vernonia gerrardii	NA	all
31038	Vernonia gilbertii	Vernonia gilbertii	NA	all
31039	Vernonia glandulicincta	Vernonia glandulicincta	NA	all
31040	Vernonia glandulifolia	Vernonia glandulifolia	NA	all
31041	Vernonia glandulosa	Vernonia glandulosa	NA	all
31042	Vernonia glanduloso-dentata	Vernonia glanduloso-dentata	NA	all
31043	Vernonia goetzenii	Vernonia goetzenii	NA	all
31044	Vernonia gofensis	Vernonia gofensis	NA	all
31045	Vernonia golungensis	Vernonia golungensis	NA	all
31046	Vernonia gomphophylla	Vernonia gomphophylla	NA	all
31047	Vernonia gomphrena	Vernonia gomphrena	NA	all
31048	Vernonia gossweileri	Vernonia gossweileri	NA	all
31049	Vernonia gossypina	Vernonia gossypina	NA	all
31050	Vernonia graniticola	Vernonia graniticola	NA	all
31051	Vernonia gratiosa	Vernonia gratiosa	NA	all
31052	Vernonia greggii	Vernonia greggii	NA	all
31053	Vernonia grevei	Vernonia grevei	NA	all
31054	Vernonia griseopapposa	Vernonia griseopapposa	NA	all
31055	Vernonia guadalupensis	Vernonia guadalupensis	NA	all
31056	Vernonia gymnoclada	Vernonia gymnoclada	NA	all
31057	Vernonia hamata	Vernonia hamata	NA	all
31058	Vernonia heeringii	Vernonia heeringii	NA	all
31059	Vernonia helferi	Vernonia helferi	NA	all
31060	Vernonia helodea	Vernonia helodea	NA	all
31061	Vernonia henryi	Vernonia henryi	NA	all
31062	Vernonia hierniana	Vernonia hierniana	NA	all
31063	Vernonia hieronymi	Vernonia hieronymi	NA	all
31064	Vernonia hildebrandtii	Vernonia hildebrandtii	NA	all
31065	Vernonia hochstetteri	Vernonia hochstetteri	NA	all
31066	Vernonia hockii	Vernonia hockii	NA	all
31067	Vernonia holstii	Vernonia holstii	NA	all
31068	Vernonia homblei	Vernonia homblei	NA	all
31069	Vernonia hookeriana	Vernonia hookeriana	NA	all
31070	Vernonia hoveifolia	Vernonia hoveifolia	NA	all
31071	Vernonia huillensis	Vernonia huillensis	NA	all
31072	Vernonia humillima	Vernonia humillima	NA	all
31073	Vernonia hypoleuca	Vernonia hypoleuca	NA	all
31074	Vernonia hystricosa	Vernonia hystricosa	NA	all
31075	Vernonia ianthina	Vernonia ianthina	NA	all
31076	Vernonia ibityensis	Vernonia ibityensis	NA	all
31077	Vernonia ikongensis	Vernonia ikongensis	NA	all
31078	Vernonia ikopae	Vernonia ikopae	NA	all
31079	Vernonia illinoensis	Vernonia illinoensis	NA	all
31080	Vernonia inanis	Vernonia inanis	NA	all
31081	Vernonia incana	Vernonia incana	NA	all
31082	Vernonia inhacensis	Vernonia inhacensis	NA	all
31083	Vernonia inuloides	Vernonia inuloides	NA	all
31084	Vernonia isalensis	Vernonia isalensis	NA	all
31085	Vernonia jaegeri	Vernonia jaegeri	NA	all
31086	Vernonia jodopapposa	Vernonia jodopapposa	NA	all
31087	Vernonia jonesii	Vernonia jonesii	NA	all
31088	Vernonia joyaliae	Vernonia joyaliae	NA	all
31089	Vernonia jucunda	Vernonia jucunda	NA	all
31090	Vernonia junghuhniana	Vernonia junghuhniana	NA	all
31091	Vernonia kabaensis	Vernonia kabaensis	NA	all
31092	Vernonia kamerunensis	Vernonia kamerunensis	NA	all
31093	Vernonia kandtii	Vernonia kandtii	NA	all
31094	Vernonia kapirensis	Vernonia kapirensis	NA	all
31095	Vernonia kapolowensis	Vernonia kapolowensis	NA	all
31096	Vernonia karongensis	Vernonia karongensis	NA	all
31097	Vernonia karunshiana	Vernonia karunshiana	NA	all
31098	Vernonia kasaiensis	Vernonia kasaiensis	NA	all
31099	Vernonia kawakamii	Vernonia kawakamii	NA	all
31100	Vernonia kawoziensis	Vernonia kawoziensis	NA	all
31101	Vernonia kayuniana	Vernonia kayuniana	NA	all
31102	Vernonia kenteocephala	Vernonia kenteocephala	NA	all
31103	Vernonia kigomae	Vernonia kigomae	NA	all
31104	Vernonia kirschsteineana	Vernonia kirschsteineana	NA	all
31105	Vernonia klattii	Vernonia klattii	NA	all
31106	Vernonia kroneana	Vernonia kroneana	NA	all
31107	Vernonia kwangolana	Vernonia kwangolana	NA	all
31108	Vernonia lafukensis	Vernonia lafukensis	NA	all
31109	Vernonia lamii	Vernonia lamii	NA	all
31110	Vernonia lampropappa	Vernonia lampropappa	NA	all
31111	Vernonia lanata	Vernonia lanata	NA	all
31112	Vernonia lanceolata	Vernonia lanceolata	NA	all
31113	Vernonia lancifolia	Vernonia lancifolia	NA	all
31114	Vernonia lanifera	Vernonia lanifera	NA	all
31115	Vernonia lappodes	Vernonia lappodes	NA	all
31116	Vernonia larseniae	Vernonia larseniae	NA	all
31117	Vernonia larsenii	Vernonia larsenii	NA	all
31118	Vernonia latisquama	Vernonia latisquama	NA	all
31119	Vernonia latisquamata	Vernonia latisquamata	NA	all
31120	Vernonia lavandulifolia	Vernonia lavandulifolia	NA	all
31121	Vernonia laxiflora	Vernonia laxiflora	NA	all
31122	Vernonia leandrii	Vernonia leandrii	NA	all
31123	Vernonia lebrunii	Vernonia lebrunii	NA	all
31124	Vernonia lecomtei	Vernonia lecomtei	NA	all
31125	Vernonia ledermannii	Vernonia ledermannii	NA	all
31126	Vernonia ledocteana	Vernonia ledocteana	NA	all
31127	Vernonia lemurica	Vernonia lemurica	NA	all
31128	Vernonia leonensis	Vernonia leonensis	NA	all
31129	Vernonia leopoldi	Vernonia leopoldi	NA	all
31130	Vernonia leptantha	Vernonia leptantha	NA	all
31131	Vernonia lescrauwaetii	Vernonia lescrauwaetii	NA	all
31132	Vernonia letiënsis	Vernonia letiënsis	NA	all
31133	Vernonia lettermannii	Vernonia lettermannii	NA	all
31134	Vernonia leucolepis	Vernonia leucolepis	NA	all
31135	Vernonia liatroides	Vernonia liatroides	NA	all
31136	Vernonia limosa	Vernonia limosa	NA	all
31137	Vernonia lindheimeri	Vernonia lindheimeri	NA	all
31138	Vernonia lisowskii	Vernonia lisowskii	NA	all
31139	Vernonia littoralis	Vernonia littoralis	NA	all
31140	Vernonia loandensis	Vernonia loandensis	NA	all
31141	Vernonia lobbii	Vernonia lobbii	NA	all
31142	Vernonia longibracteata	Vernonia longibracteata	NA	all
31143	Vernonia lorentzii	Vernonia lorentzii	NA	all
31144	Vernonia lualabaensis	Vernonia lualabaensis	NA	all
31145	Vernonia lugarensis	Vernonia lugarensis	NA	all
31146	Vernonia luhomeroensis	Vernonia luhomeroensis	NA	all
31147	Vernonia lundiensis	Vernonia lundiensis	NA	all
31148	Vernonia luxuriosa	Vernonia luxuriosa	NA	all
31149	Vernonia macphersonii	Vernonia macphersonii	NA	all
31150	Vernonia macrachaenia	Vernonia macrachaenia	NA	all
31151	Vernonia macvaughii	Vernonia macvaughii	NA	all
31152	Vernonia madagascariensis	Vernonia madagascariensis	NA	all
31153	Vernonia magdalenensis	Vernonia magdalenensis	NA	all
31154	Vernonia magnifica	Vernonia magnifica	NA	all
31155	Vernonia malabarica	Vernonia malabarica	NA	all
31156	Vernonia mandrarensis	Vernonia mandrarensis	NA	all
31157	Vernonia manongarivensis	Vernonia manongarivensis	NA	all
31158	Vernonia marginata	Vernonia marginata	NA	all
31159	Vernonia maritima	Vernonia maritima	NA	all
31160	Vernonia marojejyensis	Vernonia marojejyensis	NA	all
31161	Vernonia mastersii	Vernonia mastersii	NA	all
31162	Vernonia mattogrossensis	Vernonia mattogrossensis	NA	all
31163	Vernonia mazzocchii-alemannii	Vernonia mazzocchii-alemannii	NA	all
31164	Vernonia mbalensis	Vernonia mbalensis	NA	all
31165	Vernonia mecistophylla	Vernonia mecistophylla	NA	all
31166	Vernonia meeboldii	Vernonia meeboldii	NA	all
31167	Vernonia melanocoma	Vernonia melanocoma	NA	all
31168	Vernonia merana	Vernonia merana	NA	all
31169	Vernonia mesogramme	Vernonia mesogramme	NA	all
31170	Vernonia mespilifolia	Vernonia mespilifolia	NA	all
31171	Vernonia microcephala	Vernonia microcephala	NA	all
31172	Vernonia mikumiensis	Vernonia mikumiensis	NA	all
31173	Vernonia milanjiana	Vernonia milanjiana	NA	all
31174	Vernonia mindanaensis	Vernonia mindanaensis	NA	all
31175	Vernonia miombicola	Vernonia miombicola	NA	all
31176	Vernonia miombicoloides	Vernonia miombicoloides	NA	all
31177	Vernonia missurica	Vernonia missurica	NA	all
31178	Vernonia mogadoxensis	Vernonia mogadoxensis	NA	all
31179	Vernonia moluccensis	Vernonia moluccensis	NA	all
31180	Vernonia monantha	Vernonia monantha	NA	all
31181	Vernonia moramballae	Vernonia moramballae	NA	all
31182	Vernonia morelana	Vernonia morelana	NA	all
31183	Vernonia muelleri	Vernonia muelleri	NA	all
31184	Vernonia mumpullensis	Vernonia mumpullensis	NA	all
31185	Vernonia mushituensis	Vernonia mushituensis	NA	all
31186	Vernonia mutimushii	Vernonia mutimushii	NA	all
31187	Vernonia najas	Vernonia najas	NA	all
31188	Vernonia namnaoensis	Vernonia namnaoensis	NA	all
31189	Vernonia napus	Vernonia napus	NA	all
31190	Vernonia nepetifolia	Vernonia nepetifolia	NA	all
31191	Vernonia neumanniana	Vernonia neumanniana	NA	all
31192	Vernonia newbouldii	Vernonia newbouldii	NA	all
31193	Vernonia newtonia	Vernonia newtonia	NA	all
31194	Vernonia nigritiana	Vernonia nigritiana	NA	all
31195	Vernonia novae	Vernonia novae	NA	all
31196	Vernonia novarae	Vernonia novarae	NA	all
31197	Vernonia noveboracensis	Vernonia noveboracensis	NA	all
31198	Vernonia nummulariifolia	Vernonia nummulariifolia	NA	all
31199	Vernonia nyassae	Vernonia nyassae	NA	all
31200	Vernonia obionifolia	Vernonia obionifolia	NA	all
31201	Vernonia ochyrae	Vernonia ochyrae	NA	all
31202	Vernonia ondongensis	Vernonia ondongensis	NA	all
31203	Vernonia oolepis	Vernonia oolepis	NA	all
31204	Vernonia orchidorrhiza	Vernonia orchidorrhiza	NA	all
31205	Vernonia orgyalis	Vernonia orgyalis	NA	all
31206	Vernonia ornata	Vernonia ornata	NA	all
31207	Vernonia otophora	Vernonia otophora	NA	all
31208	Vernonia ovata	Vernonia ovata	NA	all
31209	Vernonia pachyclada	Vernonia pachyclada	NA	all
31210	Vernonia pandurata	Vernonia pandurata	NA	all
31211	Vernonia paniculata	Vernonia paniculata	NA	all
31212	Vernonia papillosissima	Vernonia papillosissima	NA	all
31213	Vernonia parapetersii	Vernonia parapetersii	NA	all
31214	Vernonia patentissima	Vernonia patentissima	NA	all
31215	Vernonia paulina	Vernonia paulina	NA	all
31216	Vernonia pechuelii	Vernonia pechuelii	NA	all
31217	Vernonia pectinata	Vernonia pectinata	NA	all
31218	Vernonia peguensis	Vernonia peguensis	NA	all
31219	Vernonia pentacantha	Vernonia pentacantha	NA	all
31220	Vernonia peralta	Vernonia peralta	NA	all
31221	Vernonia perangusta	Vernonia perangusta	NA	all
31222	Vernonia phanerophlebia	Vernonia phanerophlebia	NA	all
31223	Vernonia philippinensis	Vernonia philippinensis	NA	all
31224	Vernonia phillipsiae	Vernonia phillipsiae	NA	all
31225	Vernonia phyllodes	Vernonia phyllodes	NA	all
31226	Vernonia phyllolaena	Vernonia phyllolaena	NA	all
31227	Vernonia pierrei	Vernonia pierrei	NA	all
31228	Vernonia plantaginoides	Vernonia plantaginoides	NA	all
31229	Vernonia platyseta	Vernonia platyseta	NA	all
31230	Vernonia plumbaginifolia	Vernonia plumbaginifolia	NA	all
31231	Vernonia poggeana	Vernonia poggeana	NA	all
31232	Vernonia poissonii	Vernonia poissonii	NA	all
31233	Vernonia polyantha	Vernonia polyantha	NA	all
31234	Vernonia polyanthes	Vernonia polyanthes	NA	all
31235	Vernonia popeana	Vernonia popeana	NA	all
31236	Vernonia porta-taurinae	Vernonia porta-taurinae	NA	all
31237	Vernonia potamophila	Vernonia potamophila	NA	all
31238	Vernonia potrerillona	Vernonia potrerillona	NA	all
31239	Vernonia praemorsa	Vernonia praemorsa	NA	all
31240	Vernonia praestans	Vernonia praestans	NA	all
31241	Vernonia pratensis	Vernonia pratensis	NA	all
31242	Vernonia praticola	Vernonia praticola	NA	all
31243	Vernonia printzioides	Vernonia printzioides	NA	all
31244	Vernonia prolixa	Vernonia prolixa	NA	all
31245	Vernonia pseudoappendiculata	Vernonia pseudoappendiculata	NA	all
31246	Vernonia pseudobaldwinii	Vernonia pseudobaldwinii	NA	all
31247	Vernonia pseudocentauropsis	Vernonia pseudocentauropsis	NA	all
31248	Vernonia pseudodrummondii	Vernonia pseudodrummondii	NA	all
31249	Vernonia pseudolinearifolia	Vernonia pseudolinearifolia	NA	all
31250	Vernonia pteropoda	Vernonia pteropoda	NA	all
31251	Vernonia pubescens	Vernonia pubescens	NA	all
31252	Vernonia pugana	Vernonia pugana	NA	all
31253	Vernonia pulchella	Vernonia pulchella	NA	all
31254	Vernonia pulgarensis	Vernonia pulgarensis	NA	all
31255	Vernonia pulneyensis	Vernonia pulneyensis	NA	all
31256	Vernonia pusilla	Vernonia pusilla	NA	all
31257	Vernonia pygmaea	Vernonia pygmaea	NA	all
31258	Vernonia pyramidale	Vernonia pyramidale	NA	all
31259	Vernonia pyrrhopappus	Vernonia pyrrhopappus	NA	all
31260	Vernonia quangensis	Vernonia quangensis	NA	all
31261	Vernonia quartziticola	Vernonia quartziticola	NA	all
31262	Vernonia recurva	Vernonia recurva	NA	all
31263	Vernonia recurvata	Vernonia recurvata	NA	all
31264	Vernonia reinwardtiana	Vernonia reinwardtiana	NA	all
31265	Vernonia reticulata	Vernonia reticulata	NA	all
31266	Vernonia retifolia	Vernonia retifolia	NA	all
31267	Vernonia retusa	Vernonia retusa	NA	all
31268	Vernonia reverchonii	Vernonia reverchonii	NA	all
31269	Vernonia revoluta	Vernonia revoluta	NA	all
31270	Vernonia rhaponticoides	Vernonia rhaponticoides	NA	all
31271	Vernonia rhodanthoidea	Vernonia rhodanthoidea	NA	all
31272	Vernonia rhodesiana	Vernonia rhodesiana	NA	all
31273	Vernonia rhodopappa	Vernonia rhodopappa	NA	all
31274	Vernonia rhodophylla	Vernonia rhodophylla	NA	all
31275	Vernonia rigescens	Vernonia rigescens	NA	all
31276	Vernonia rigidifolia	Vernonia rigidifolia	NA	all
31277	Vernonia ritchiei	Vernonia ritchiei	NA	all
31278	Vernonia rivularis	Vernonia rivularis	NA	all
31279	Vernonia robinsonii	Vernonia robinsonii	NA	all
31280	Vernonia robusta	Vernonia robusta	NA	all
31281	Vernonia rochonioides	Vernonia rochonioides	NA	all
31282	Vernonia rosenii	Vernonia rosenii	NA	all
31283	Vernonia roseoviolacea	Vernonia roseoviolacea	NA	all
31284	Vernonia rubens	Vernonia rubens	NA	all
31285	Vernonia rubricaulis	Vernonia rubricaulis	NA	all
31286	Vernonia rubriramea	Vernonia rubriramea	NA	all
31287	Vernonia ruficoma	Vernonia ruficoma	NA	all
31288	Vernonia rufuensis	Vernonia rufuensis	NA	all
31289	Vernonia rugosa	Vernonia rugosa	NA	all
31290	Vernonia rupicola	Vernonia rupicola	NA	all
31291	Vernonia ruvungatundu	Vernonia ruvungatundu	NA	all
31292	Vernonia sabulosa	Vernonia sabulosa	NA	all
31293	Vernonia saepium	Vernonia saepium	NA	all
31294	Vernonia saigonensis	Vernonia saigonensis	NA	all
31295	Vernonia sakalava	Vernonia sakalava	NA	all
31296	Vernonia saligna	Vernonia saligna	NA	all
31297	Vernonia sambiranensis	Vernonia sambiranensis	NA	all
31298	Vernonia sanctae-mariae	Vernonia sanctae-mariae	NA	all
31299	Vernonia sancti	Vernonia sancti	NA	all
31300	Vernonia sangka	Vernonia sangka	NA	all
31301	Vernonia sapinii	Vernonia sapinii	NA	all
31302	Vernonia scabra	Vernonia scabra	NA	all
31303	Vernonia scabriosa	Vernonia scabriosa	NA	all
31304	Vernonia scaettae	Vernonia scaettae	NA	all
31305	Vernonia scandens	Vernonia scandens	NA	all
31306	Vernonia schinzii	Vernonia schinzii	NA	all
31307	Vernonia schlechteri	Vernonia schlechteri	NA	all
31308	Vernonia schliebenii	Vernonia schliebenii	NA	all
31309	Vernonia schoenfelderiana	Vernonia schoenfelderiana	NA	all
31310	Vernonia schubotziana	Vernonia schubotziana	NA	all
31311	Vernonia schultzii	Vernonia schultzii	NA	all
31312	Vernonia schweinfurthii	Vernonia schweinfurthii	NA	all
31313	Vernonia schwenkiifolia	Vernonia schwenkiifolia	NA	all
31314	Vernonia sclerophylla	Vernonia sclerophylla	NA	all
31315	Vernonia scoparia	Vernonia scoparia	NA	all
31316	Vernonia sculptifolia	Vernonia sculptifolia	NA	all
31317	Vernonia sechellensis	Vernonia sechellensis	NA	all
31318	Vernonia senecioides	Vernonia senecioides	NA	all
31319	Vernonia sengana	Vernonia sengana	NA	all
31320	Vernonia sericea	Vernonia sericea	NA	all
31321	Vernonia sericolepis	Vernonia sericolepis	NA	all
31322	Vernonia sessilifolia	Vernonia sessilifolia	NA	all
31323	Vernonia setosquamosa	Vernonia setosquamosa	NA	all
31324	Vernonia seyrigii	Vernonia seyrigii	NA	all
31325	Vernonia shabaensis	Vernonia shabaensis	NA	all
31326	Vernonia sidamensis	Vernonia sidamensis	NA	all
31327	Vernonia silhetensis	Vernonia silhetensis	NA	all
31328	Vernonia simulata	Vernonia simulata	NA	all
31329	Vernonia solanifolia	Vernonia solanifolia	NA	all
31330	Vernonia solidaginifolia	Vernonia solidaginifolia	NA	all
31331	Vernonia solorzanoana	Vernonia solorzanoana	NA	all
31332	Vernonia solweziensis	Vernonia solweziensis	NA	all
31333	Vernonia spatulata	Vernonia spatulata	NA	all
31334	Vernonia speiracephala	Vernonia speiracephala	NA	all
31335	Vernonia spelaeicola	Vernonia spelaeicola	NA	all
31336	Vernonia spenceriana	Vernonia spenceriana	NA	all
31337	Vernonia sphacelata	Vernonia sphacelata	NA	all
31338	Vernonia spicata	Vernonia spicata	NA	all
31339	Vernonia spiciformis	Vernonia spiciformis	NA	all
31340	Vernonia squarrosa	Vernonia squarrosa	NA	all
